AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
14,10,4,3,1,2,0,0,0,0,0,1,1,1,0,0,0
29,19,0,1,1,0,0,0,4,3,0,1,1,1,0,7,0
44,16,4,0,1,0,0,0,4,0,0,1,1,1,0,0,1
32,16,0,0,1,0,0,0,4,3,0,1,1,1,0,0,1
34,9,4,0,1,0,4,2,4,0,1,1,1,1,0,7,1
19,18,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
53,12,4,0,1,0,3,0,4,0,1,1,1,1,1,7,1
55,21,0,1,1,0,0,0,4,3,0,1,1,1,0,0,1
44,22,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
13,9,4,7,1,7,0,0,0,3,0,1,1,1,1,5,0
59,21,0,1,1,0,0,0,4,1,0,1,1,1,1,0,1
31,8,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
94,19,2,16,1,0,0,2,4,0,0,1,1,1,0,0,0
18,16,4,10,1,0,3,0,4,3,1,1,1,1,0,0,0
47,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
70,20,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0
65,20,3,16,0,0,0,2,4,0,0,1,0,1,0,1,0
19,19,4,12,1,0,0,0,4,3,0,1,1,1,1,5,1
52,24,4,0,1,0,0,0,4,1,0,1,1,1,1,0,1
27,13,4,17,0,0,0,2,4,1,0,1,1,0,0,7,0
29,19,4,17,1,0,0,2,4,3,0,1,1,1,1,0,0
18,18,4,2,1,0,0,0,4,1,0,1,1,1,1,0,0
42,22,0,1,1,0,4,0,4,0,1,1,1,1,1,5,1
20,19,4,17,1,0,0,0,4,0,0,1,1,1,1,7,1
14,11,4,16,1,0,0,2,0,0,0,1,1,1,0,1,0
70,21,2,0,1,0,0,0,4,1,0,1,1,1,0,8,0
15,11,4,2,1,2,0,0,0,0,0,1,1,1,0,5,0
94,21,1,17,0,0,0,0,4,3,0,0,0,0,1,0,0
44,19,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
31,24,4,17,1,0,3,0,4,0,1,1,1,1,0,5,1
94,14,1,16,0,0,0,0,4,0,0,0,0,0,1,0,0
20,19,4,17,1,0,0,0,4,2,0,1,1,1,0,0,0
15,13,4,2,1,1,0,0,0,3,0,1,1,1,0,0,0
48,17,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
65,16,1,0,1,0,0,0,4,1,0,1,1,1,1,0,0
52,1,4,17,0,0,4,0,4,0,1,1,1,0,0,7,0
47,19,4,16,0,0,0,0,4,3,0,1,1,1,0,0,0
19,19,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
30,16,0,16,1,0,0,0,4,0,0,1,1,1,0,7,0
37,21,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
5,1,4,2,1,2,0,0,0,3,0,1,1,1,0,0,0
39,21,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
62,16,0,1,1,0,3,0,4,3,1,1,1,1,1,0,1
70,20,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
50,19,0,0,0,0,0,0,4,3,0,1,1,0,0,0,0
72,5,1,6,1,0,3,0,4,0,1,1,1,1,1,5,0
34,21,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
27,15,4,16,1,0,4,0,4,1,1,1,1,1,0,7,0
84,21,1,0,1,0,0,0,4,0,0,1,1,1,1,0,0
72,20,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0
70,19,0,0,1,0,0,0,4,1,0,1,1,1,1,0,0
88,16,1,16,0,0,0,0,4,0,0,1,1,0,1,0,0
69,22,0,0,1,0,0,2,2,3,0,1,1,1,0,0,0
46,22,4,17,0,0,0,0,4,3,0,1,1,0,0,0,0
67,18,3,10,1,0,3,0,4,0,1,1,1,1,0,1,0
18,18,4,17,1,0,0,2,4,3,0,1,1,1,1,0,0
69,20,4,0,1,0,0,0,4,1,0,1,1,1,0,2,0
17,15,4,2,1,1,4,0,4,0,1,1,1,1,0,5,0
20,18,4,17,1,0,4,1,4,0,1,1,1,1,0,0,0
46,21,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
59,16,4,17,0,0,0,0,2,0,0,1,1,0,0,0,0
20,19,4,17,1,0,0,2,4,1,0,1,1,1,0,0,0
43,19,2,0,1,0,0,0,2,0,0,1,1,1,0,8,0
46,16,4,17,0,0,0,0,4,0,0,1,1,1,0,0,0
42,18,0,1,1,0,0,0,4,0,0,1,1,1,0,7,1
24,21,4,2,1,0,0,0,4,0,0,1,1,1,0,5,1
23,12,4,16,1,0,0,0,4,0,0,1,1,1,0,7,0
85,19,2,16,0,0,0,2,4,1,0,0,1,0,1,0,0
66,11,2,0,1,0,4,0,4,0,1,1,1,1,1,7,1
22,18,4,2,1,0,0,0,4,3,0,1,1,1,0,7,1
69,16,2,12,1,0,0,0,2,0,0,1,1,1,0,0,0
65,21,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
65,21,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
34,13,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
38,19,4,16,1,0,0,2,4,0,0,1,1,1,0,7,0
45,19,0,0,1,0,3,2,4,0,1,1,1,1,0,5,1
29,16,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
19,19,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
14,11,4,16,1,0,0,2,0,0,0,1,1,1,0,7,0
78,16,1,17,0,0,0,0,4,3,0,1,1,0,1,0,0
54,21,0,1,1,0,0,0,4,0,0,1,1,1,0,0,0
77,19,1,16,0,0,3,2,4,0,1,1,0,1,1,5,0
25,16,4,16,1,0,0,2,4,0,0,1,1,1,0,7,0
53,13,0,1,1,0,3,2,4,0,1,1,1,1,0,5,1
22,18,4,2,1,0,0,0,4,3,0,1,1,1,1,8,0
59,9,2,16,0,0,0,0,4,1,0,1,0,0,0,8,0
31,19,0,0,1,0,0,0,4,3,0,1,1,1,1,0,1
76,22,2,0,1,0,0,0,4,0,0,1,1,1,1,0,0
40,22,0,0,1,0,4,0,4,0,1,1,1,1,0,5,1
55,19,2,0,1,0,0,0,4,3,0,1,1,1,0,0,0
70,18,1,0,1,0,3,0,4,3,1,1,1,1,1,5,0
73,17,1,16,0,0,3,0,4,0,1,1,1,1,1,0,0
72,20,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
36,14,4,16,0,0,0,2,4,0,0,1,0,0,0,1,0
58,21,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
31,21,4,0,1,0,0,0,4,0,0,1,1,1,0,0,1
12,9,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0
19,19,4,17,1,0,0,0,4,0,0,1,1,1,0,5,0
13,9,4,2,0,1,0,0,0,3,0,1,1,0,1,0,0
26,21,4,0,1,0,0,0,4,3,0,1,1,1,1,0,1
87,21,0,16,0,0,3,0,4,0,1,1,1,0,0,5,0
70,16,0,1,1,0,0,0,4,3,0,1,1,1,1,0,0
38,22,2,0,1,0,3,0,4,0,1,1,1,1,1,5,1
42,16,0,0,1,0,3,0,4,0,1,1,1,1,1,5,1
43,15,2,0,0,0,3,0,4,0,1,1,0,0,1,0,0
84,16,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
10,7,4,17,1,0,0,2,0,0,0,1,1,1,0,0,0
71,22,0,1,1,0,0,0,4,1,0,1,1,1,1,8,0
18,19,4,17,1,0,0,2,4,0,0,1,1,1,1,0,0
50,14,4,17,1,0,0,2,4,0,0,1,1,1,0,0,0
69,21,2,5,1,0,3,0,4,0,1,1,1,1,1,5,1
29,21,4,13,1,0,0,0,4,1,0,1,1,1,0,0,1
63,18,2,0,0,0,0,0,4,0,0,1,0,1,0,0,0
75,21,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1
60,21,0,1,1,0,0,0,2,3,0,1,1,1,0,0,1
15,12,4,2,1,2,0,0,0,0,0,1,1,1,1,0,0
48,17,0,0,1,0,0,0,2,3,0,1,1,1,0,0,1
80,19,1,0,1,0,0,0,4,0,0,1,1,1,1,0,0
17,15,4,16,1,0,0,2,4,1,0,1,1,1,1,8,0
35,19,0,1,1,0,4,0,4,0,1,1,1,1,1,5,1
25,19,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
8,7,4,2,1,8,0,0,0,0,0,1,1,1,0,7,0
22,16,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
19,16,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
61,17,2,0,1,0,4,0,4,0,1,1,1,1,0,0,1
64,1,4,17,0,0,0,0,4,3,0,1,1,0,1,0,0
18,19,4,17,1,0,0,2,4,1,0,1,1,1,1,0,0
43,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
23,16,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
16,13,4,4,1,1,0,0,0,0,0,1,1,1,1,0,0
19,16,4,17,1,0,0,2,4,0,0,1,1,1,0,1,0
16,14,4,16,1,0,0,2,0,0,0,1,1,1,0,0,0
34,20,3,0,1,0,0,2,4,0,0,1,1,1,1,0,1
31,19,4,2,1,0,0,0,4,1,0,1,1,1,0,0,1
23,19,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
18,16,4,17,1,0,0,0,4,0,0,1,1,1,0,0,1
53,14,4,0,1,0,0,0,4,0,0,1,1,1,0,0,1
20,19,4,17,1,0,0,0,4,1,0,1,1,1,0,0,0
19,19,4,2,1,0,0,0,4,1,0,1,1,1,0,0,0
85,1,0,16,0,0,3,0,4,0,1,1,1,0,1,7,0
18,16,4,17,1,0,4,1,4,3,1,1,1,1,1,5,0
12,9,4,4,1,1,0,0,0,0,0,1,1,1,1,0,0
41,16,4,17,1,0,0,2,4,0,0,1,1,1,0,0,0
89,17,1,0,1,0,0,0,4,1,0,1,1,1,1,5,0
53,9,0,0,1,0,4,0,4,0,1,1,1,1,1,0,1
27,16,4,2,1,0,3,0,4,0,1,1,1,1,0,5,1
16,14,4,2,0,6,0,0,0,1,0,1,0,0,0,0,0
51,18,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
40,11,0,1,1,0,4,0,4,0,1,1,1,1,1,0,0
24,16,0,16,1,0,0,2,4,0,0,1,1,1,0,1,0
14,12,4,2,1,1,0,0,0,3,0,1,1,1,1,5,0
55,16,2,16,0,0,0,0,4,1,0,1,0,1,0,8,0
43,21,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
24,19,0,0,1,0,0,2,4,1,0,1,1,1,1,6,1
60,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,0
5,1,4,2,1,7,0,0,0,1,0,1,1,1,1,0,0
28,21,4,0,1,0,4,2,4,0,1,1,1,1,0,5,1
14,11,4,16,1,0,0,2,0,0,0,1,1,1,0,1,0
49,21,0,17,1,0,4,0,4,0,1,1,1,1,0,5,1
19,19,4,12,1,0,0,2,4,0,0,1,1,1,1,5,1
65,9,0,10,1,0,4,0,4,0,1,1,1,1,0,0,1
50,21,2,0,1,0,3,0,4,0,1,1,1,1,1,0,0
90,22,4,17,0,0,0,0,4,0,0,0,0,1,0,0,0
50,19,2,5,1,0,0,0,4,0,0,1,1,1,1,0,1
25,22,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
81,21,0,8,0,0,4,0,4,0,1,1,1,1,1,5,0
84,21,1,0,1,0,0,0,4,1,0,1,1,1,1,0,0
86,1,1,16,0,0,3,0,4,0,1,1,1,0,1,7,0
50,6,1,6,1,0,4,0,4,0,1,1,1,1,1,0,1
47,19,4,16,0,0,0,2,4,0,0,1,1,1,0,8,0
46,16,2,17,1,0,0,0,4,0,0,1,1,1,1,7,1
28,20,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
19,14,4,4,0,0,0,0,4,3,0,1,0,0,1,0,0
86,20,1,16,0,0,0,2,2,0,0,1,1,1,0,0,0
30,21,4,0,1,0,0,0,4,0,0,1,1,1,1,0,1
69,24,0,0,1,0,0,0,4,3,0,1,1,1,0,0,1
52,16,0,1,0,0,3,0,4,0,1,1,1,1,0,0,1
86,16,4,17,0,0,0,0,4,3,0,0,1,1,0,0,0
42,21,0,1,1,0,0,0,4,0,0,1,1,1,1,5,0
27,16,4,12,1,0,0,2,2,0,0,1,1,1,0,1,1
18,14,4,16,0,0,0,2,4,1,0,1,0,1,0,0,0
21,19,0,15,1,0,0,2,4,3,0,1,1,1,0,1,1
7,4,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
34,19,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
25,15,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
23,14,4,16,1,0,0,0,4,0,0,1,1,1,0,7,0
94,21,1,17,0,0,0,0,4,0,0,1,0,0,1,1,0
58,15,2,6,1,0,3,0,4,3,1,1,1,1,1,0,1
42,19,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
16,13,4,2,1,2,0,0,0,0,0,1,1,1,0,1,0
22,21,4,13,0,0,0,2,4,1,0,1,1,0,0,0,1
77,15,1,0,0,0,3,2,4,0,1,0,0,0,1,0,0
54,16,0,17,1,0,4,0,4,0,1,1,1,1,0,5,1
38,14,0,0,1,0,4,1,4,0,1,1,1,1,1,5,0
57,17,2,0,0,0,0,2,4,0,0,1,1,1,0,4,0
18,18,4,17,1,0,0,2,4,0,0,1,1,1,1,0,0
19,16,4,0,1,0,0,2,4,1,0,1,1,1,1,0,1
38,18,0,9,1,0,0,2,4,3,0,1,1,1,1,0,1
90,21,1,16,0,0,0,0,4,0,0,1,1,0,1,0,0
70,16,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0
18,19,4,17,1,0,0,2,4,3,0,1,1,1,1,0,1
21,16,4,2,1,0,0,0,4,0,0,1,1,1,0,0,0
54,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
39,20,0,1,1,0,0,0,4,0,0,1,1,1,1,7,1
64,12,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
20,19,4,2,1,0,0,0,4,1,0,1,1,1,0,0,0
54,19,4,17,0,0,0,2,4,1,0,1,1,0,0,0,0
12,9,4,2,1,2,0,0,0,1,0,1,1,1,0,0,0
35,19,4,17,1,0,0,0,4,0,0,1,1,1,1,1,0
21,16,0,2,1,0,0,0,4,0,0,1,1,1,1,7,1
36,21,0,1,1,0,0,0,4,1,0,1,1,1,0,0,1
68,19,0,0,1,0,0,0,4,1,0,1,1,1,0,0,0
25,18,4,13,1,0,0,0,4,0,0,1,1,1,0,7,1
60,11,0,17,0,0,0,2,4,3,0,0,1,1,1,4,0
62,22,0,0,1,0,0,0,4,1,0,1,1,1,1,0,0
19,18,4,17,1,0,0,2,4,1,0,1,1,1,1,0,0
8,5,4,2,1,3,0,0,0,1,0,1,1,1,0,0,0
15,12,4,2,1,1,0,0,0,0,0,1,1,1,1,5,0
63,16,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
79,22,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0
20,14,4,17,1,0,0,2,4,0,0,1,1,1,1,0,0
63,1,0,6,1,0,3,0,4,0,1,1,1,1,1,5,0
52,19,0,6,1,0,4,0,4,0,1,1,1,1,0,5,1
42,22,0,17,1,0,0,0,4,0,0,1,1,1,1,0,0
62,16,0,16,0,0,3,2,4,0,1,1,1,0,0,5,0
6,3,4,2,1,1,0,2,0,0,0,1,1,1,1,5,0
45,22,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0
22,19,4,17,1,0,0,0,4,2,0,1,1,1,0,0,1
39,12,0,0,1,0,4,0,4,0,1,1,1,1,1,7,1
33,19,0,0,1,0,3,0,4,0,1,1,1,1,1,0,0
68,1,2,0,1,0,3,0,4,0,1,1,1,1,0,7,0
74,16,1,16,0,0,0,0,4,0,0,1,1,0,1,0,0
56,19,4,17,1,0,3,0,4,0,1,1,1,1,0,5,0
38,20,4,16,1,0,0,2,4,1,0,1,1,1,0,8,0
50,19,0,1,1,0,3,0,4,2,1,1,1,1,0,7,1
6,3,4,2,1,1,0,2,0,0,0,1,1,1,1,0,0
14,10,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
18,18,4,17,1,0,0,0,4,0,0,1,1,1,1,7,0
47,19,4,0,1,0,0,0,4,0,0,1,1,1,0,0,1
28,22,0,0,1,0,4,0,4,0,1,1,1,1,0,5,1
69,6,0,0,1,0,3,0,4,0,1,1,1,1,0,0,0
6,3,4,2,1,2,0,0,0,0,0,1,1,1,1,7,0
38,21,2,0,1,0,3,0,4,0,1,1,1,1,1,0,1
43,22,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
26,20,4,2,1,0,3,0,4,0,1,1,1,1,1,7,1
26,14,4,0,0,0,0,0,4,0,0,1,1,1,0,0,0
60,23,0,1,1,0,0,0,4,1,0,1,1,1,1,5,1
22,22,4,17,1,0,4,1,4,0,1,1,1,1,1,5,0
19,16,4,17,1,0,0,2,4,3,0,1,1,1,0,0,0
19,19,4,17,1,0,0,2,4,1,0,1,1,1,1,8,0
26,15,0,17,1,0,4,0,4,0,1,1,1,1,1,0,1
23,16,4,16,1,0,0,2,4,1,0,1,1,1,0,1,0
53,16,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
38,21,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
75,8,0,8,0,0,4,0,4,0,1,1,0,1,1,0,0
49,23,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
35,16,0,1,1,0,3,0,4,3,1,1,1,1,1,5,0
52,19,2,17,1,0,0,0,2,0,0,1,1,1,0,0,0
54,16,0,16,0,0,0,0,4,0,0,1,1,1,0,1,0
18,16,4,2,1,0,0,0,4,0,0,1,1,1,1,0,1
68,22,4,5,1,0,2,0,4,0,0,1,1,1,1,5,0
34,23,0,0,1,0,0,2,4,1,0,1,1,1,0,0,1
46,24,0,1,1,0,3,0,4,0,1,1,1,1,0,5,1
22,20,0,16,1,0,0,2,4,3,0,1,1,1,0,0,0
59,17,4,16,1,0,0,0,4,1,0,1,1,1,0,0,0
86,4,0,0,1,0,3,0,4,0,1,1,1,1,0,5,0
56,19,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
18,16,4,17,1,0,0,0,4,0,0,1,1,1,1,0,1
13,10,4,2,1,2,0,0,0,3,0,1,1,1,1,0,0
35,13,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
27,19,4,17,1,0,0,0,4,1,0,1,1,1,0,0,1
32,19,0,1,1,0,3,2,4,0,1,1,1,1,1,0,1
37,8,0,1,1,0,4,0,4,0,1,1,1,1,1,0,0
47,14,4,16,0,0,0,2,4,1,0,1,1,0,0,8,0
8,5,4,2,1,2,0,0,0,0,0,1,1,1,0,0,0
18,16,4,17,1,0,0,0,4,0,0,1,1,1,1,7,0
63,23,0,1,1,0,0,0,4,1,0,1,1,1,1,0,1
80,19,2,0,0,0,0,2,4,1,0,0,0,1,1,0,0
18,18,4,17,1,0,0,2,4,3,0,1,1,1,0,0,0
13,11,4,2,1,2,0,0,0,0,0,1,1,1,1,5,0
86,16,1,16,0,0,0,2,4,3,0,1,1,0,1,0,0
79,16,1,0,1,0,0,0,4,1,0,1,1,1,1,0,0
44,19,4,10,1,0,3,0,4,0,1,1,1,1,0,7,1
36,18,2,16,0,0,0,2,4,1,0,1,1,1,0,0,0
41,1,0,17,1,0,4,1,4,0,1,1,1,1,1,0,0
44,9,0,15,1,0,4,0,4,0,1,1,1,1,0,0,1
50,21,1,0,1,0,4,0,4,0,1,1,1,1,1,5,1
47,16,4,16,0,0,3,0,4,3,1,1,1,0,1,7,0
47,22,0,1,1,0,0,0,4,0,0,1,1,1,1,5,1
34,22,0,0,1,0,4,0,4,0,1,1,1,1,0,0,1
55,19,2,16,0,0,0,2,4,3,0,1,1,1,1,0,0
85,16,2,0,0,0,0,0,4,1,0,0,1,1,1,0,0
71,21,0,1,1,0,0,0,4,0,0,1,1,1,0,0,0
17,14,4,2,1,1,0,0,4,1,0,1,1,1,0,8,0
60,18,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
23,21,4,17,1,0,0,2,4,0,0,1,1,1,1,0,0
43,21,4,16,1,0,0,2,2,1,0,1,1,1,0,0,0
12,10,4,2,1,1,0,2,0,0,0,1,1,1,1,5,0
23,18,0,16,0,0,0,2,4,0,0,1,1,1,0,1,0
30,21,2,5,1,0,0,0,4,3,0,1,1,1,0,4,1
65,16,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0
20,19,4,17,1,0,0,2,1,0,0,1,1,1,0,7,0
58,21,0,1,1,0,0,0,4,0,0,1,1,1,1,5,1
69,19,0,1,1,0,0,0,4,0,0,1,1,1,0,5,0
42,16,0,0,1,0,0,2,4,0,0,1,1,1,0,0,1
57,19,2,0,0,0,0,0,4,0,0,1,1,1,1,1,0
6,3,4,2,1,8,0,0,0,0,0,1,1,1,0,7,0
48,17,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
29,21,4,17,1,0,0,0,4,0,0,1,1,1,0,5,1
49,16,0,0,1,0,0,2,4,2,0,1,1,1,1,0,1
57,18,2,16,0,0,0,0,4,0,0,1,1,0,0,0,0
20,19,4,17,1,0,0,2,4,0,0,1,1,1,0,0,1
25,13,4,2,1,0,0,0,4,3,0,1,1,1,0,0,1
12,9,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
15,12,4,5,1,0,0,0,0,0,0,1,1,1,0,7,0
41,16,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
64,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
11,8,4,2,1,1,2,0,0,1,0,1,1,1,0,0,0
82,19,1,17,0,0,0,0,4,0,0,1,1,0,1,5,0
32,16,0,16,1,0,0,2,4,0,0,1,1,1,0,1,0
13,10,4,2,1,2,0,0,0,1,0,1,1,1,0,0,0
83,14,0,16,0,0,3,0,4,0,1,1,1,0,0,7,0
18,16,4,17,1,0,0,0,4,0,0,1,1,1,1,7,0
75,16,2,16,0,0,3,0,4,0,1,1,1,1,0,0,0
6,3,4,7,1,1,0,0,0,3,0,1,1,1,1,0,0
6,3,4,2,1,2,0,0,0,3,0,1,1,1,0,0,0
48,19,2,0,1,0,0,0,4,0,0,1,1,1,1,0,0
42,19,4,16,1,0,4,0,4,0,1,1,1,1,0,0,0
36,22,0,1,1,0,4,0,4,0,1,1,1,1,0,5,0
21,14,4,16,1,0,0,0,4,0,0,1,1,1,0,7,0
55,16,4,13,1,0,0,0,4,0,0,1,1,1,1,0,0
39,18,4,5,1,0,3,0,4,0,1,1,1,1,1,5,0
12,9,4,7,1,4,0,0,0,0,0,1,1,1,0,0,0
34,19,4,16,0,0,0,0,4,0,0,1,0,1,0,0,0
61,22,0,0,1,0,3,0,4,0,1,1,1,1,1,0,0
30,18,4,0,0,0,3,0,4,1,1,1,1,0,0,5,0
41,22,2,0,1,0,3,0,4,0,1,1,1,1,1,0,1
38,19,4,17,0,0,0,2,4,0,0,1,1,0,0,5,0
83,16,1,16,0,0,0,0,4,0,0,1,1,1,0,1,0
27,16,0,9,1,0,3,2,4,0,1,1,1,1,0,0,1
18,16,4,2,1,0,0,0,4,3,0,1,1,1,1,5,1
66,19,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0
18,16,4,17,1,0,0,0,4,0,0,1,1,1,1,0,1
24,18,4,17,1,0,3,0,4,0,1,1,1,1,1,0,0
8,5,4,2,1,2,0,0,0,1,0,1,1,1,0,0,0
39,22,4,0,1,0,0,0,4,2,0,1,1,1,1,0,1
27,16,4,17,1,0,0,0,4,0,0,1,1,1,0,0,0
37,19,4,17,0,0,3,0,4,0,1,1,1,0,1,5,0
18,19,4,17,1,0,0,0,4,1,0,1,1,1,1,8,1
19,16,4,17,1,0,0,0,4,0,0,1,1,1,0,0,0
31,18,4,16,1,0,0,0,4,1,0,1,1,1,0,0,0
57,18,2,16,0,0,0,0,4,0,0,1,1,0,0,0,0
50,21,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
12,10,4,4,1,1,0,0,0,0,0,1,1,1,0,0,0
76,14,0,0,1,0,2,0,4,0,0,1,1,1,1,5,0
87,21,1,0,1,0,0,0,4,0,0,1,1,1,0,0,0
38,18,0,0,1,0,0,0,4,1,0,1,1,1,1,8,1
22,16,4,2,1,0,0,0,4,1,0,1,1,1,1,8,1
82,16,0,16,0,0,3,0,4,0,1,1,1,0,1,5,0
69,16,0,6,1,0,3,0,4,0,1,1,1,1,0,0,0
81,16,0,16,0,0,0,2,2,1,0,0,0,0,0,0,0
72,16,0,16,0,0,3,2,4,0,1,1,1,1,0,5,0
33,21,4,0,1,0,0,0,4,0,0,1,1,1,0,0,1
48,21,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
13,9,4,2,1,1,0,0,0,0,0,1,1,1,1,7,0
69,16,0,1,1,0,0,0,2,1,0,1,1,1,0,0,0
28,22,4,0,0,0,0,0,4,1,0,1,1,0,1,0,1
19,19,4,17,1,0,0,0,4,0,0,1,1,1,0,0,0
88,20,4,0,1,0,0,0,4,1,0,1,1,1,1,5,0
70,16,2,0,0,0,0,0,4,3,0,0,1,1,0,1,0
25,19,4,12,1,0,0,0,4,3,0,1,1,1,0,7,1
81,18,0,1,0,0,0,0,4,0,0,1,1,1,1,0,1
61,17,4,16,0,0,0,0,4,0,0,1,1,1,1,1,0
47,21,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
66,16,0,1,1,0,0,0,4,1,0,1,1,1,0,1,0
69,21,2,0,1,0,0,2,4,0,0,1,1,1,1,0,1
41,16,2,17,1,0,0,0,4,0,0,1,1,1,0,7,1
69,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,0
26,21,4,5,1,0,0,0,4,3,0,1,1,1,1,5,1
31,13,0,16,1,0,0,0,4,0,0,1,1,1,0,0,0
38,22,0,0,1,0,0,0,2,1,0,1,1,1,0,0,1
60,16,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
82,18,2,16,0,0,0,0,4,1,0,1,1,1,1,7,0
17,13,4,2,1,7,0,0,4,0,0,1,1,1,0,0,1
63,16,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0
18,20,4,17,1,0,0,0,4,1,0,1,1,1,1,1,1
67,24,4,17,1,0,0,2,4,0,0,1,1,1,0,5,0
61,19,2,0,1,0,3,0,4,0,1,1,1,1,1,1,1
19,19,4,17,1,0,2,2,4,0,0,1,1,1,1,0,0
79,21,1,16,1,0,0,2,4,0,0,1,1,1,1,0,0
94,16,0,16,0,0,0,2,2,1,0,0,1,0,1,0,0
14,11,4,16,0,0,0,2,0,0,0,1,1,0,1,1,0
57,22,4,0,1,0,0,2,4,0,0,1,1,1,0,0,0
73,23,0,1,1,0,0,0,4,1,0,1,1,1,1,0,1
41,20,4,17,1,0,0,0,4,2,0,1,1,1,1,0,1
13,11,4,7,1,0,0,0,0,0,0,1,1,1,0,0,0
88,16,1,0,0,0,0,0,4,1,0,0,1,1,1,0,0
71,7,2,16,0,0,4,0,4,0,1,1,0,0,0,1,0
17,13,4,7,1,7,0,0,4,0,0,1,1,1,0,0,0
88,1,1,0,1,0,0,0,4,0,0,1,1,1,1,0,0
51,20,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
50,15,0,0,1,0,0,0,4,3,0,1,1,1,0,7,1
8,5,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
15,13,4,2,1,1,0,0,0,1,0,1,1,1,1,8,0
26,21,4,16,0,0,0,2,4,1,0,1,0,1,0,0,0
85,1,0,16,0,0,3,0,4,0,1,1,1,0,1,7,0
7,4,4,2,1,1,0,0,0,1,0,1,1,1,1,0,0
40,23,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
18,16,4,17,1,0,0,0,4,0,0,1,1,1,0,0,1
